Year,State,Variety,Release,Acreage,Yield
1994,Washington,Pekko,Proprietary,NA,NA
1994,Washington,Perle,Public,382,1050
1994,Washington,Saaz,Public,NA,NA
1994,Washington,Sabro,Proprietary,NA,NA
1994,Washington,Santiam,Public,NA,NA
1994,Washington,Simcoe,Proprietary,NA,NA
1994,Washington,SorachiAce,Public,NA,NA
1994,Washington,Sterling,Public,NA,NA
1994,Washington,Strata,Proprietary,NA,NA
1994,Washington,Summit,Proprietary,NA,NA
1994,Washington,SuperGalena,Proprietary,NA,NA
1994,Washington,Tahoma,Public,NA,NA
1994,Washington,Tettnanger,Public,2160,1090
1994,Washington,Tillicum,Proprietary,NA,NA
1994,Washington,Triumph,Public,NA,NA
1994,Washington,Vanguard,Public,NA,NA
1994,Washington,Warrior,Proprietary,NA,NA
1994,Washington,Willamette,Public,2776,1490
1994,Washington,Zeus,Proprietary,NA,NA
1995,Idaho,Ahtanum,Proprietary,NA,NA
1995,Idaho,Amarillo,Proprietary,NA,NA
1995,Idaho,Apollo,Proprietary,NA,NA
1995,Idaho,Aquila,Public,NA,NA
1995,Idaho,Azacca,Proprietary,NA,NA
1995,Idaho,Banner,Public,NA,NA
1995,Idaho,Bravo,Proprietary,NA,NA
1995,Idaho,Calypso,Proprietary,NA,NA
1995,Idaho,Cascade,Public,NA,NA
1995,Idaho,Cashmere,Public,NA,NA
1995,Idaho,Centennial,Public,NA,NA
1995,Idaho,Chelan,Proprietary,NA,NA
1995,Idaho,Chinook,Public,341,1651
1995,Idaho,Citra,Proprietary,NA,NA
1995,Idaho,Cluster,Public,826,2015
1995,Idaho,Columbus/Tomahawk,Proprietary,NA,NA
1995,Idaho,Comet,Public,NA,NA
1995,Idaho,Crystal,Public,NA,NA
1995,Idaho,Ekuanot,Proprietary,NA,NA
1995,Idaho,ElDorado,Proprietary,NA,NA
1995,Idaho,Eroica,Public,NA,NA
1995,Idaho,Eureka,Proprietary,NA,NA
1995,Idaho,Experimental,Unknown,NA,NA
1995,Idaho,Fuggle,Public,NA,NA
1995,Idaho,Galena,Public,608,1616
1995,Idaho,Glacier,Public,NA,NA
1995,Idaho,Golding,Public,NA,NA
1995,Idaho,Hallertauer,Public,NA,NA
1995,Idaho,Horizon,Public,NA,NA
1995,Idaho,Idaho7,Proprietary,NA,NA
1995,Idaho,Jarrylo,Proprietary,NA,NA
1995,Idaho,Liberty,Public,NA,NA
1995,Idaho,Loral,Proprietary,NA,NA
1995,Idaho,Magnum,Public,NA,NA
1995,Idaho,Millenium,Proprietary,NA,NA
1995,Idaho,Mosaic,Proprietary,NA,NA
1995,Idaho,MountHood,Public,NA,NA
1995,Idaho,MountRainier,Public,NA,NA
1995,Idaho,NorthernBrewer,Public,NA,NA
1995,Idaho,Nugget,Public,NA,NA
1995,Idaho,Olympic,Public,NA,NA
1995,Idaho,OtherVarieties,Unknown,2152,1278
1995,Idaho,Pahto,Proprietary,NA,NA
1995,Idaho,Palisade,Proprietary,NA,NA
1995,Idaho,Pekko,Proprietary,NA,NA
1995,Idaho,Perle,Public,NA,NA
1995,Idaho,Saaz,Public,NA,NA
1995,Idaho,Sabro,Proprietary,NA,NA
1995,Idaho,Santiam,Public,NA,NA
1995,Idaho,Simcoe,Proprietary,NA,NA
1995,Idaho,SorachiAce,Public,NA,NA
1995,Idaho,Sterling,Public,NA,NA
1995,Idaho,Strata,Proprietary,NA,NA
1995,Idaho,Summit,Proprietary,NA,NA
1995,Idaho,SuperGalena,Proprietary,NA,NA
1995,Idaho,Tahoma,Public,NA,NA
1995,Idaho,Tettnanger,Public,NA,NA
1995,Idaho,Tillicum,Proprietary,NA,NA
1995,Idaho,Triumph,Public,NA,NA
1995,Idaho,Vanguard,Public,NA,NA
1995,Idaho,Warrior,Proprietary,NA,NA
1995,Idaho,Willamette,Public,NA,NA
1995,Idaho,Zeus,Proprietary,NA,NA
1995,Oregon,Ahtanum,Proprietary,NA,NA
1995,Oregon,Amarillo,Proprietary,NA,NA
1995,Oregon,Apollo,Proprietary,NA,NA
1995,Oregon,Aquila,Public,NA,NA
1995,Oregon,Azacca,Proprietary,NA,NA
1995,Oregon,Banner,Public,NA,NA
1995,Oregon,Bravo,Proprietary,NA,NA
1995,Oregon,Calypso,Proprietary,NA,NA
1995,Oregon,Cascade,Public,NA,NA
1995,Oregon,Cashmere,Public,NA,NA
1995,Oregon,Centennial,Public,NA,NA
1995,Oregon,Chelan,Proprietary,NA,NA
1995,Oregon,Chinook,Public,60,1600
1995,Oregon,Citra,Proprietary,NA,NA
1995,Oregon,Cluster,Public,NA,NA
1995,Oregon,Columbus/Tomahawk,Proprietary,NA,NA
1995,Oregon,Comet,Public,NA,NA
1995,Oregon,Crystal,Public,NA,NA
1995,Oregon,Ekuanot,Proprietary,NA,NA
1995,Oregon,ElDorado,Proprietary,NA,NA
1995,Oregon,Eroica,Public,NA,NA
1995,Oregon,Eureka,Proprietary,NA,NA
1995,Oregon,Experimental,Unknown,NA,NA
1995,Oregon,Fuggle,Public,547,1160
1995,Oregon,Galena,Public,NA,NA
1995,Oregon,Glacier,Public,NA,NA
1995,Oregon,Golding,Public,NA,NA
1995,Oregon,Hallertauer,Public,NA,NA
1995,Oregon,Horizon,Public,NA,NA
1995,Oregon,Idaho7,Proprietary,NA,NA
1995,Oregon,Jarrylo,Proprietary,NA,NA
1995,Oregon,Liberty,Public,NA,NA
1995,Oregon,Loral,Proprietary,NA,NA
1995,Oregon,Magnum,Public,NA,NA
1995,Oregon,Millenium,Proprietary,NA,NA
1995,Oregon,Mosaic,Proprietary,NA,NA
1995,Oregon,MountHood,Public,287,NA
1995,Oregon,MountRainier,Public,NA,NA
1995,Oregon,NorthernBrewer,Public,NA,NA
1995,Oregon,Nugget,Public,3025,2025
1995,Oregon,Olympic,Public,NA,NA
1995,Oregon,OtherVarieties,Unknown,332,1562
1995,Oregon,Pahto,Proprietary,NA,NA
1995,Oregon,Palisade,Proprietary,NA,NA
1995,Oregon,Pekko,Proprietary,NA,NA
1995,Oregon,Perle,Public,154,1720
1995,Oregon,Saaz,Public,NA,NA
1995,Oregon,Sabro,Proprietary,NA,NA
1995,Oregon,Santiam,Public,NA,NA
1995,Oregon,Simcoe,Proprietary,NA,NA
1995,Oregon,SorachiAce,Public,NA,NA
1995,Oregon,Sterling,Public,NA,NA
1995,Oregon,Strata,Proprietary,NA,NA
1995,Oregon,Summit,Proprietary,NA,NA
1995,Oregon,SuperGalena,Proprietary,NA,NA
1995,Oregon,Tahoma,Public,NA,NA
1995,Oregon,Tettnanger,Public,976,800
1995,Oregon,Tillicum,Proprietary,NA,NA
1995,Oregon,Triumph,Public,NA,NA
1995,Oregon,Vanguard,Public,NA,NA
1995,Oregon,Warrior,Proprietary,NA,NA
1995,Oregon,Willamette,Public,3260,1518
1995,Oregon,Zeus,Proprietary,NA,NA
1995,Washington,Ahtanum,Proprietary,NA,NA
1995,Washington,Amarillo,Proprietary,NA,NA
1995,Washington,Apollo,Proprietary,NA,NA
1995,Washington,Aquila,Public,NA,NA
1995,Washington,Azacca,Proprietary,NA,NA
1995,Washington,Banner,Public,NA,NA
1995,Washington,Bravo,Proprietary,NA,NA
1995,Washington,Calypso,Proprietary,NA,NA
1995,Washington,Cascade,Public,1128,2160
1995,Washington,Cashmere,Public,NA,NA
1995,Washington,Centennial,Public,NA,NA
1995,Washington,Chelan,Proprietary,NA,NA
1995,Washington,Chinook,Public,2277,2030
1995,Washington,Citra,Proprietary,NA,NA
1995,Washington,Cluster,Public,5143,2050
1995,Washington,Columbus/Tomahawk,Proprietary,NA,NA
1995,Washington,Comet,Public,NA,NA
1995,Washington,Crystal,Public,NA,NA
1995,Washington,Ekuanot,Proprietary,NA,NA
1995,Washington,ElDorado,Proprietary,NA,NA
1995,Washington,Eroica,Public,443,2210
1995,Washington,Eureka,Proprietary,NA,NA
1995,Washington,Experimental,Unknown,NA,NA
1995,Washington,Fuggle,Public,NA,NA
1995,Washington,Galena,Public,8358,1970
1995,Washington,Glacier,Public,NA,NA
1995,Washington,Golding,Public,NA,NA
1995,Washington,Hallertauer,Public,NA,NA
1995,Washington,Horizon,Public,NA,NA
1995,Washington,Idaho7,Proprietary,NA,NA
1995,Washington,Jarrylo,Proprietary,NA,NA
1995,Washington,Liberty,Public,138,1210
1995,Washington,Loral,Proprietary,NA,NA
1995,Washington,Magnum,Public,NA,NA
1995,Washington,Millenium,Proprietary,NA,NA
1995,Washington,Mosaic,Proprietary,NA,NA
1995,Washington,MountHood,Public,1115,NA
1995,Washington,MountRainier,Public,NA,NA
1995,Washington,NorthernBrewer,Public,58,2210
1995,Washington,Nugget,Public,5149,2210
1995,Washington,Olympic,Public,160,2040
1995,Washington,OtherVarieties,Unknown,1329,1990
1995,Washington,Pahto,Proprietary,NA,NA
1995,Washington,Palisade,Proprietary,NA,NA
1995,Washington,Pekko,Proprietary,NA,NA
1995,Washington,Perle,Public,248,1370
1995,Washington,Saaz,Public,NA,NA
1995,Washington,Sabro,Proprietary,NA,NA
1995,Washington,Santiam,Public,NA,NA
1995,Washington,Simcoe,Proprietary,NA,NA
1995,Washington,SorachiAce,Public,NA,NA
1995,Washington,Sterling,Public,NA,NA
1995,Washington,Strata,Proprietary,NA,NA
1995,Washington,Summit,Proprietary,NA,NA
1995,Washington,SuperGalena,Proprietary,NA,NA
1995,Washington,Tahoma,Public,NA,NA
1995,Washington,Tettnanger,Public,2278,1140
1995,Washington,Tillicum,Proprietary,NA,NA
1995,Washington,Triumph,Public,NA,NA
1995,Washington,Vanguard,Public,NA,NA
1995,Washington,Warrior,Proprietary,NA,NA
1995,Washington,Willamette,Public,2797,1680
1995,Washington,Zeus,Proprietary,NA,NA
1996,Idaho,Ahtanum,Proprietary,NA,NA
1996,Idaho,Amarillo,Proprietary,NA,NA
1996,Idaho,Apollo,Proprietary,NA,NA
1996,Idaho,Aquila,Public,NA,NA
1996,Idaho,Azacca,Proprietary,NA,NA
1996,Idaho,Banner,Public,77,NA
1996,Idaho,Bravo,Proprietary,NA,NA
1996,Idaho,Calypso,Proprietary,NA,NA
1996,Idaho,Cascade,Public,NA,NA
1996,Idaho,Cashmere,Public,NA,NA
1996,Idaho,Centennial,Public,NA,NA
1996,Idaho,Chelan,Proprietary,NA,NA
1996,Idaho,Chinook,Public,343,NA
1996,Idaho,Citra,Proprietary,NA,NA
1996,Idaho,Cluster,Public,815,NA
1996,Idaho,Columbus/Tomahawk,Proprietary,NA,NA
1996,Idaho,Comet,Public,NA,NA
1996,Idaho,Crystal,Public,NA,NA
1996,Idaho,Ekuanot,Proprietary,NA,NA
1996,Idaho,ElDorado,Proprietary,NA,NA
1996,Idaho,Eroica,Public,NA,NA
1996,Idaho,Eureka,Proprietary,NA,NA
1996,Idaho,Experimental,Unknown,NA,NA
1996,Idaho,Fuggle,Public,NA,NA
1996,Idaho,Galena,Public,649,NA
1996,Idaho,Glacier,Public,NA,NA
1996,Idaho,Golding,Public,NA,NA
1996,Idaho,Hallertauer,Public,NA,NA
1996,Idaho,Horizon,Public,NA,NA
1996,Idaho,Idaho7,Proprietary,NA,NA
1996,Idaho,Jarrylo,Proprietary,NA,NA
1996,Idaho,Liberty,Public,NA,NA
1996,Idaho,Loral,Proprietary,NA,NA
1996,Idaho,Magnum,Public,NA,NA
1996,Idaho,Millenium,Proprietary,NA,NA
1996,Idaho,Mosaic,Proprietary,NA,NA
1996,Idaho,MountHood,Public,20,NA
1996,Idaho,MountRainier,Public,NA,NA
1996,Idaho,NorthernBrewer,Public,NA,NA
1996,Idaho,Nugget,Public,37,NA
1996,Idaho,Olympic,Public,NA,NA
1996,Idaho,OtherVarieties,Unknown,1866,NA
1996,Idaho,Pahto,Proprietary,NA,NA
1996,Idaho,Palisade,Proprietary,NA,NA
1996,Idaho,Pekko,Proprietary,NA,NA
1996,Idaho,Perle,Public,NA,NA
1996,Idaho,Saaz,Public,NA,NA
1996,Idaho,Sabro,Proprietary,NA,NA
1996,Idaho,Santiam,Public,NA,NA
1996,Idaho,Simcoe,Proprietary,NA,NA
1996,Idaho,SorachiAce,Public,NA,NA
1996,Idaho,Sterling,Public,NA,NA
1996,Idaho,Strata,Proprietary,NA,NA
1996,Idaho,Summit,Proprietary,NA,NA
1996,Idaho,SuperGalena,Proprietary,NA,NA
1996,Idaho,Tahoma,Public,NA,NA
1996,Idaho,Tettnanger,Public,NA,NA
1996,Idaho,Tillicum,Proprietary,NA,NA
1996,Idaho,Triumph,Public,NA,NA
1996,Idaho,Vanguard,Public,NA,NA
1996,Idaho,Warrior,Proprietary,NA,NA
1996,Idaho,Willamette,Public,190,NA
1996,Idaho,Zeus,Proprietary,NA,NA
1996,Oregon,Ahtanum,Proprietary,NA,NA
1996,Oregon,Amarillo,Proprietary,NA,NA
1996,Oregon,Apollo,Proprietary,NA,NA
1996,Oregon,Aquila,Public,NA,NA
1996,Oregon,Azacca,Proprietary,NA,NA
1996,Oregon,Banner,Public,NA,NA
1996,Oregon,Bravo,Proprietary,NA,NA
1996,Oregon,Calypso,Proprietary,NA,NA
1996,Oregon,Cascade,Public,NA,NA
1996,Oregon,Cashmere,Public,NA,NA
1996,Oregon,Centennial,Public,NA,NA
1996,Oregon,Chelan,Proprietary,NA,NA
1996,Oregon,Chinook,Public,NA,NA
1996,Oregon,Citra,Proprietary,NA,NA
1996,Oregon,Cluster,Public,NA,NA
1996,Oregon,Columbus/Tomahawk,Proprietary,NA,NA
1996,Oregon,Comet,Public,NA,NA
1996,Oregon,Crystal,Public,NA,NA
1996,Oregon,Ekuanot,Proprietary,NA,NA
1996,Oregon,ElDorado,Proprietary,NA,NA
1996,Oregon,Eroica,Public,NA,NA
1996,Oregon,Eureka,Proprietary,NA,NA
1996,Oregon,Experimental,Unknown,NA,NA
1996,Oregon,Fuggle,Public,481,NA
1996,Oregon,Galena,Public,NA,NA
1996,Oregon,Glacier,Public,NA,NA
1996,Oregon,Golding,Public,NA,NA
1996,Oregon,Hallertauer,Public,NA,NA
1996,Oregon,Horizon,Public,NA,NA
1996,Oregon,Idaho7,Proprietary,NA,NA
1996,Oregon,Jarrylo,Proprietary,NA,NA
1996,Oregon,Liberty,Public,NA,NA
1996,Oregon,Loral,Proprietary,NA,NA
1996,Oregon,Magnum,Public,NA,NA
1996,Oregon,Millenium,Proprietary,NA,NA
1996,Oregon,Mosaic,Proprietary,NA,NA
1996,Oregon,MountHood,Public,238,NA
1996,Oregon,MountRainier,Public,NA,NA
1996,Oregon,NorthernBrewer,Public,NA,NA
1996,Oregon,Nugget,Public,NA,NA
1996,Oregon,Olympic,Public,NA,NA
1996,Oregon,OtherVarieties,Unknown,430,NA
1996,Oregon,Pahto,Proprietary,NA,NA
1996,Oregon,Palisade,Proprietary,NA,NA
1996,Oregon,Pekko,Proprietary,NA,NA
1996,Oregon,Perle,Public,181,NA
1996,Oregon,Saaz,Public,NA,NA
1996,Oregon,Sabro,Proprietary,NA,NA
1996,Oregon,Santiam,Public,NA,NA
1996,Oregon,Simcoe,Proprietary,NA,NA
1996,Oregon,SorachiAce,Public,NA,NA
1996,Oregon,Sterling,Public,NA,NA
1996,Oregon,Strata,Proprietary,NA,NA
1996,Oregon,Summit,Proprietary,NA,NA
1996,Oregon,SuperGalena,Proprietary,NA,NA
1996,Oregon,Tahoma,Public,NA,NA
1996,Oregon,Tettnanger,Public,796,NA
1996,Oregon,Tillicum,Proprietary,NA,NA
1996,Oregon,Triumph,Public,NA,NA
1996,Oregon,Vanguard,Public,NA,NA
1996,Oregon,Warrior,Proprietary,NA,NA
1996,Oregon,Willamette,Public,NA,NA
1996,Oregon,Zeus,Proprietary,NA,NA
1996,Washington,Ahtanum,Proprietary,NA,NA
1996,Washington,Amarillo,Proprietary,NA,NA
1996,Washington,Apollo,Proprietary,NA,NA
1996,Washington,Aquila,Public,NA,NA
1996,Washington,Azacca,Proprietary,NA,NA
1996,Washington,Banner,Public,NA,NA
1996,Washington,Bravo,Proprietary,NA,NA
1996,Washington,Calypso,Proprietary,NA,NA
1996,Washington,Cascade,Public,NA,NA
1996,Washington,Cashmere,Public,NA,NA
1996,Washington,Centennial,Public,NA,NA
1996,Washington,Chelan,Proprietary,NA,NA
1996,Washington,Chinook,Public,NA,NA
1996,Washington,Citra,Proprietary,NA,NA
1996,Washington,Cluster,Public,NA,NA
1996,Washington,Columbus/Tomahawk,Proprietary,NA,NA
1996,Washington,Comet,Public,NA,NA
1996,Washington,Crystal,Public,NA,NA
1996,Washington,Ekuanot,Proprietary,NA,NA
1996,Washington,ElDorado,Proprietary,NA,NA
1996,Washington,Eroica,Public,183,NA
1996,Washington,Eureka,Proprietary,NA,NA
1996,Washington,Experimental,Unknown,NA,NA
1996,Washington,Fuggle,Public,NA,NA
1996,Washington,Galena,Public,NA,NA
1996,Washington,Glacier,Public,NA,NA
1996,Washington,Golding,Public,87,NA
1996,Washington,Hallertauer,Public,NA,NA
1996,Washington,Horizon,Public,NA,NA
1996,Washington,Idaho7,Proprietary,NA,NA
1996,Washington,Jarrylo,Proprietary,NA,NA
1996,Washington,Liberty,Public,NA,NA
1996,Washington,Loral,Proprietary,NA,NA
1996,Washington,Magnum,Public,NA,NA
1996,Washington,Millenium,Proprietary,NA,NA
1996,Washington,Mosaic,Proprietary,NA,NA
1996,Washington,MountHood,Public,955,NA
1996,Washington,MountRainier,Public,NA,NA
1996,Washington,NorthernBrewer,Public,NA,NA
1996,Washington,Nugget,Public,NA,NA
1996,Washington,Olympic,Public,126,NA
1996,Washington,OtherVarieties,Unknown,NA,NA
1996,Washington,Pahto,Proprietary,NA,NA
1996,Washington,Palisade,Proprietary,NA,NA
1996,Washington,Pekko,Proprietary,NA,NA
1996,Washington,Perle,Public,233,NA
1996,Washington,Saaz,Public,NA,NA
1996,Washington,Sabro,Proprietary,NA,NA
1996,Washington,Santiam,Public,NA,NA
1996,Washington,Simcoe,Proprietary,NA,NA
1996,Washington,SorachiAce,Public,NA,NA
1996,Washington,Sterling,Public,NA,NA
1996,Washington,Strata,Proprietary,NA,NA
1996,Washington,Summit,Proprietary,NA,NA
1996,Washington,SuperGalena,Proprietary,NA,NA
1996,Washington,Tahoma,Public,NA,NA
1996,Washington,Tettnanger,Public,NA,NA
1996,Washington,Tillicum,Proprietary,NA,NA
1996,Washington,Triumph,Public,NA,NA
1996,Washington,Vanguard,Public,NA,NA
1996,Washington,Warrior,Proprietary,NA,NA
1996,Washington,Willamette,Public,NA,NA
1996,Washington,Zeus,Proprietary,NA,NA
1997,Idaho,Ahtanum,Proprietary,NA,NA
1997,Idaho,Amarillo,Proprietary,NA,NA
1997,Idaho,Apollo,Proprietary,NA,NA
1997,Idaho,Aquila,Public,NA,NA
1997,Idaho,Azacca,Proprietary,NA,NA
1997,Idaho,Banner,Public,73,NA
1997,Idaho,Bravo,Proprietary,NA,NA
1997,Idaho,Calypso,Proprietary,NA,NA
1997,Idaho,Cascade,Public,NA,NA
1997,Idaho,Cashmere,Public,NA,NA
1997,Idaho,Centennial,Public,NA,NA
1997,Idaho,Chelan,Proprietary,NA,NA
1997,Idaho,Chinook,Public,342,NA
1997,Idaho,Citra,Proprietary,NA,NA
1997,Idaho,Cluster,Public,797,NA
1997,Idaho,Columbus/Tomahawk,Proprietary,NA,NA
1997,Idaho,Comet,Public,NA,NA
1997,Idaho,Crystal,Public,NA,NA
1997,Idaho,Ekuanot,Proprietary,NA,NA
1997,Idaho,ElDorado,Proprietary,NA,NA
1997,Idaho,Eroica,Public,NA,NA
1997,Idaho,Eureka,Proprietary,NA,NA
1997,Idaho,Experimental,Unknown,NA,NA
1997,Idaho,Fuggle,Public,NA,NA
1997,Idaho,Galena,Public,666,NA
1997,Idaho,Glacier,Public,NA,NA
1997,Idaho,Golding,Public,NA,NA
1997,Idaho,Hallertauer,Public,NA,NA
1997,Idaho,Horizon,Public,NA,NA
1997,Idaho,Idaho7,Proprietary,NA,NA
1997,Idaho,Jarrylo,Proprietary,NA,NA
1997,Idaho,Liberty,Public,NA,NA
1997,Idaho,Loral,Proprietary,NA,NA
1997,Idaho,Magnum,Public,NA,NA
1997,Idaho,Millenium,Proprietary,NA,NA
1997,Idaho,Mosaic,Proprietary,NA,NA
1997,Idaho,MountHood,Public,10,NA
1997,Idaho,MountRainier,Public,NA,NA
1997,Idaho,NorthernBrewer,Public,NA,NA
1997,Idaho,Nugget,Public,65,NA
1997,Idaho,Olympic,Public,NA,NA
1997,Idaho,OtherVarieties,Unknown,1706,NA
1997,Idaho,Pahto,Proprietary,NA,NA
1997,Idaho,Palisade,Proprietary,NA,NA
1997,Idaho,Pekko,Proprietary,NA,NA
1997,Idaho,Perle,Public,NA,NA
1997,Idaho,Saaz,Public,NA,NA
1997,Idaho,Sabro,Proprietary,NA,NA
1997,Idaho,Santiam,Public,NA,NA
1997,Idaho,Simcoe,Proprietary,NA,NA
1997,Idaho,SorachiAce,Public,NA,NA
1997,Idaho,Sterling,Public,NA,NA
1997,Idaho,Strata,Proprietary,NA,NA
1997,Idaho,Summit,Proprietary,NA,NA
1997,Idaho,SuperGalena,Proprietary,NA,NA
1997,Idaho,Tahoma,Public,NA,NA
1997,Idaho,Tettnanger,Public,NA,NA
1997,Idaho,Tillicum,Proprietary,NA,NA
1997,Idaho,Triumph,Public,NA,NA
1997,Idaho,Vanguard,Public,NA,NA
1997,Idaho,Warrior,Proprietary,NA,NA
1997,Idaho,Willamette,Public,211,NA
1997,Idaho,Zeus,Proprietary,NA,NA
1997,Oregon,Ahtanum,Proprietary,NA,NA
1997,Oregon,Amarillo,Proprietary,NA,NA
1997,Oregon,Apollo,Proprietary,NA,NA
1997,Oregon,Aquila,Public,NA,NA
1997,Oregon,Azacca,Proprietary,NA,NA
1997,Oregon,Banner,Public,NA,NA
1997,Oregon,Bravo,Proprietary,NA,NA
1997,Oregon,Calypso,Proprietary,NA,NA
1997,Oregon,Cascade,Public,NA,NA
1997,Oregon,Cashmere,Public,NA,NA
1997,Oregon,Centennial,Public,NA,NA
1997,Oregon,Chelan,Proprietary,NA,NA
1997,Oregon,Chinook,Public,NA,NA
1997,Oregon,Citra,Proprietary,NA,NA
1997,Oregon,Cluster,Public,NA,NA
1997,Oregon,Columbus/Tomahawk,Proprietary,NA,NA
1997,Oregon,Comet,Public,NA,NA
1997,Oregon,Crystal,Public,NA,NA
1997,Oregon,Ekuanot,Proprietary,NA,NA
1997,Oregon,ElDorado,Proprietary,NA,NA
1997,Oregon,Eroica,Public,NA,NA
1997,Oregon,Eureka,Proprietary,NA,NA
1997,Oregon,Experimental,Unknown,NA,NA
1997,Oregon,Fuggle,Public,423,NA
1997,Oregon,Galena,Public,NA,NA
1997,Oregon,Glacier,Public,NA,NA
1997,Oregon,Golding,Public,245,NA
1997,Oregon,Hallertauer,Public,NA,NA
1997,Oregon,Horizon,Public,NA,NA
1997,Oregon,Idaho7,Proprietary,NA,NA
1997,Oregon,Jarrylo,Proprietary,NA,NA
1997,Oregon,Liberty,Public,NA,NA
1997,Oregon,Loral,Proprietary,NA,NA
1997,Oregon,Magnum,Public,NA,NA
1997,Oregon,Millenium,Proprietary,NA,NA
1997,Oregon,Mosaic,Proprietary,NA,NA
1997,Oregon,MountHood,Public,238,NA
1997,Oregon,MountRainier,Public,NA,NA
1997,Oregon,NorthernBrewer,Public,NA,NA
1997,Oregon,Nugget,Public,NA,NA
1997,Oregon,Olympic,Public,NA,NA
1997,Oregon,OtherVarieties,Unknown,335,NA
1997,Oregon,Pahto,Proprietary,NA,NA
1997,Oregon,Palisade,Proprietary,NA,NA
1997,Oregon,Pekko,Proprietary,NA,NA
1997,Oregon,Perle,Public,329,NA
1997,Oregon,Saaz,Public,NA,NA
1997,Oregon,Sabro,Proprietary,NA,NA
1997,Oregon,Santiam,Public,NA,NA
1997,Oregon,Simcoe,Proprietary,NA,NA
1997,Oregon,SorachiAce,Public,NA,NA
1997,Oregon,Sterling,Public,NA,NA
1997,Oregon,Strata,Proprietary,NA,NA
1997,Oregon,Summit,Proprietary,NA,NA
1997,Oregon,SuperGalena,Proprietary,NA,NA
1997,Oregon,Tahoma,Public,NA,NA
1997,Oregon,Tettnanger,Public,649,NA
1997,Oregon,Tillicum,Proprietary,NA,NA
1997,Oregon,Triumph,Public,NA,NA
1997,Oregon,Vanguard,Public,NA,NA
1997,Oregon,Warrior,Proprietary,NA,NA
1997,Oregon,Willamette,Public,NA,NA
1997,Oregon,Zeus,Proprietary,NA,NA
1997,Washington,Ahtanum,Proprietary,NA,NA
1997,Washington,Amarillo,Proprietary,NA,NA
1997,Washington,Apollo,Proprietary,NA,NA
1997,Washington,Aquila,Public,NA,NA
1997,Washington,Azacca,Proprietary,NA,NA
1997,Washington,Banner,Public,NA,NA
1997,Washington,Bravo,Proprietary,NA,NA
1997,Washington,Calypso,Proprietary,NA,NA
1997,Washington,Cascade,Public,NA,NA
1997,Washington,Cashmere,Public,NA,NA
1997,Washington,Centennial,Public,NA,NA
1997,Washington,Chelan,Proprietary,NA,NA
1997,Washington,Chinook,Public,NA,NA
1997,Washington,Citra,Proprietary,NA,NA
1997,Washington,Cluster,Public,NA,NA
1997,Washington,Columbus/Tomahawk,Proprietary,NA,NA
1997,Washington,Comet,Public,NA,NA
1997,Washington,Crystal,Public,NA,NA
1997,Washington,Ekuanot,Proprietary,NA,NA
1997,Washington,ElDorado,Proprietary,NA,NA
1997,Washington,Eroica,Public,NA,NA
1997,Washington,Eureka,Proprietary,NA,NA
1997,Washington,Experimental,Unknown,NA,NA
1997,Washington,Fuggle,Public,NA,NA
1997,Washington,Galena,Public,NA,NA
1997,Washington,Glacier,Public,NA,NA
1997,Washington,Golding,Public,161,NA
1997,Washington,Hallertauer,Public,NA,NA
1997,Washington,Horizon,Public,NA,NA
1997,Washington,Idaho7,Proprietary,NA,NA
1997,Washington,Jarrylo,Proprietary,NA,NA
1997,Washington,Liberty,Public,NA,NA
1997,Washington,Loral,Proprietary,NA,NA
1997,Washington,Magnum,Public,NA,NA
1997,Washington,Millenium,Proprietary,NA,NA
1997,Washington,Mosaic,Proprietary,NA,NA
1997,Washington,MountHood,Public,540,NA
1997,Washington,MountRainier,Public,NA,NA
1997,Washington,NorthernBrewer,Public,NA,NA
1997,Washington,Nugget,Public,NA,NA
1997,Washington,Olympic,Public,126,NA
1997,Washington,OtherVarieties,Unknown,NA,NA
1997,Washington,Pahto,Proprietary,NA,NA
1997,Washington,Palisade,Proprietary,NA,NA
1997,Washington,Pekko,Proprietary,NA,NA
1997,Washington,Perle,Public,256,NA
1997,Washington,Saaz,Public,NA,NA
1997,Washington,Sabro,Proprietary,NA,NA
1997,Washington,Santiam,Public,NA,NA
1997,Washington,Simcoe,Proprietary,NA,NA
1997,Washington,SorachiAce,Public,NA,NA
1997,Washington,Sterling,Public,NA,NA
1997,Washington,Strata,Proprietary,NA,NA
1997,Washington,Summit,Proprietary,NA,NA
1997,Washington,SuperGalena,Proprietary,NA,NA
1997,Washington,Tahoma,Public,NA,NA
1997,Washington,Tettnanger,Public,NA,NA
1997,Washington,Tillicum,Proprietary,NA,NA
1997,Washington,Triumph,Public,NA,NA
1997,Washington,Vanguard,Public,NA,NA
1997,Washington,Warrior,Proprietary,NA,NA
1997,Washington,Willamette,Public,NA,NA
1997,Washington,Zeus,Proprietary,NA,NA
1998,Idaho,Ahtanum,Proprietary,NA,NA
1998,Idaho,Amarillo,Proprietary,NA,NA
1998,Idaho,Apollo,Proprietary,NA,NA
1998,Idaho,Aquila,Public,NA,NA
1998,Idaho,Azacca,Proprietary,NA,NA
1998,Idaho,Banner,Public,NA,NA
1998,Idaho,Bravo,Proprietary,NA,NA
1998,Idaho,Calypso,Proprietary,NA,NA
1998,Idaho,Cascade,Public,NA,NA
1998,Idaho,Cashmere,Public,NA,NA
